no,ocean_proximity
4471,<1h_ocean
4472,<1h_ocean
4473,<1h_ocean
4474,<1h_ocean
4475,<1h_ocean
4476,<1h_ocean
4477,<1h_ocean
4478,<1h_ocean
4479,<1h_ocean
4480,<1h_ocean
4481,<1h_ocean
4482,<1h_ocean
4483,<1h_ocean
4484,<1h_ocean
4485,<1h_ocean
4486,<1h_ocean
4487,<1h_ocean
4488,<1h_ocean
4489,<1h_ocean
4490,<1h_ocean
4491,<1h_ocean
4492,<1h_ocean
4493,<1h_ocean
4494,<1h_ocean
4495,<1h_ocean
4496,<1h_ocean
4497,<1h_ocean
4498,<1h_ocean
4499,<1h_ocean
4500,<1h_ocean
4501,<1h_ocean
4502,<1h_ocean
4503,<1h_ocean
4504,<1h_ocean
4505,<1h_ocean
4506,<1h_ocean
4507,<1h_ocean
4508,<1h_ocean
4509,<1h_ocean
4510,<1h_ocean
4511,<1h_ocean
4512,<1h_ocean
4513,<1h_ocean
4514,<1h_ocean
4515,<1h_ocean
4516,<1h_ocean
4517,<1h_ocean
4518,<1h_ocean
4519,<1h_ocean
4520,<1h_ocean
4521,<1h_ocean
4522,<1h_ocean
4523,<1h_ocean
4524,<1h_ocean
4525,<1h_ocean
4526,<1h_ocean
4527,<1h_ocean
4528,<1h_ocean
4529,<1h_ocean
4530,<1h_ocean
4531,<1h_ocean
4532,<1h_ocean
4533,<1h_ocean
4534,<1h_ocean
4535,<1h_ocean
4536,<1h_ocean
4537,<1h_ocean
4538,<1h_ocean
4539,<1h_ocean
4540,<1h_ocean
4541,<1h_ocean
4542,<1h_ocean
4543,<1h_ocean
4544,<1h_ocean
4545,<1h_ocean
4546,<1h_ocean
4547,<1h_ocean
4548,<1h_ocean
4549,<1h_ocean
4550,<1h_ocean
4551,<1h_ocean
4552,<1h_ocean
4553,<1h_ocean
4554,<1h_ocean
4555,<1h_ocean
4556,<1h_ocean
4557,<1h_ocean
4558,<1h_ocean
4559,<1h_ocean
4560,<1h_ocean
4561,<1h_ocean
4562,<1h_ocean
4563,<1h_ocean
4564,<1h_ocean
4565,<1h_ocean
4566,<1h_ocean
4567,<1h_ocean
4568,<1h_ocean
4569,<1h_ocean
4570,<1h_ocean
4571,<1h_ocean
4572,<1h_ocean
4573,<1h_ocean
4574,<1h_ocean
4575,<1h_ocean
4576,<1h_ocean
4577,<1h_ocean
4578,<1h_ocean
4579,<1h_ocean
4580,<1h_ocean
4581,<1h_ocean
4582,<1h_ocean
4583,<1h_ocean
4584,<1h_ocean
4585,<1h_ocean
4586,<1h_ocean
4587,<1h_ocean
4588,<1h_ocean
4589,<1h_ocean
4590,<1h_ocean
4591,<1h_ocean
4592,<1h_ocean
4593,<1h_ocean
4594,<1h_ocean
4595,<1h_ocean
4596,<1h_ocean
4597,<1h_ocean
4598,<1h_ocean
4599,<1h_ocean
4600,<1h_ocean
4601,<1h_ocean
4602,<1h_ocean
4603,<1h_ocean
4604,<1h_ocean
4605,<1h_ocean
4606,<1h_ocean
4607,<1h_ocean
4608,<1h_ocean
4609,<1h_ocean
4610,<1h_ocean
4611,<1h_ocean
4612,<1h_ocean
4613,<1h_ocean
4614,<1h_ocean
4615,<1h_ocean
4616,<1h_ocean
4617,<1h_ocean
4618,<1h_ocean
4619,<1h_ocean
4620,<1h_ocean
4621,<1h_ocean
4622,<1h_ocean
4623,<1h_ocean
4624,<1h_ocean
4625,<1h_ocean
4626,<1h_ocean
4627,<1h_ocean
4628,<1h_ocean
4629,<1h_ocean
4630,<1h_ocean
4631,<1h_ocean
4632,<1h_ocean
4633,<1h_ocean
4634,<1h_ocean
4635,<1h_ocean
4636,<1h_ocean
4637,<1h_ocean
4638,<1h_ocean
4639,<1h_ocean
4640,<1h_ocean
4641,<1h_ocean
4642,<1h_ocean
4643,<1h_ocean
4644,<1h_ocean
4645,<1h_ocean
4646,<1h_ocean
4647,<1h_ocean
4648,<1h_ocean
4649,<1h_ocean
4650,<1h_ocean
4651,<1h_ocean
4652,<1h_ocean
4653,<1h_ocean
4654,<1h_ocean
4655,<1h_ocean
4656,<1h_ocean
4657,<1h_ocean
4658,<1h_ocean
4659,<1h_ocean
4660,<1h_ocean
4661,<1h_ocean
4662,<1h_ocean
4663,<1h_ocean
4664,<1h_ocean
4665,<1h_ocean
4666,<1h_ocean
4667,<1h_ocean
4668,<1h_ocean
4669,<1h_ocean
4670,<1h_ocean
4671,<1h_ocean
4672,<1h_ocean
4673,<1h_ocean
4674,<1h_ocean
4675,<1h_ocean
4676,<1h_ocean
4677,<1h_ocean
4678,<1h_ocean
4679,<1h_ocean
4680,<1h_ocean
4681,<1h_ocean
4682,<1h_ocean
4683,<1h_ocean
4684,<1h_ocean
4685,<1h_ocean
4686,<1h_ocean
4687,<1h_ocean
4688,<1h_ocean
4689,<1h_ocean
4690,<1h_ocean
4691,<1h_ocean
4692,<1h_ocean
4693,<1h_ocean
4694,<1h_ocean
4695,<1h_ocean
4696,<1h_ocean
4697,<1h_ocean
4698,<1h_ocean
4699,<1h_ocean
4700,<1h_ocean
4701,<1h_ocean
4702,<1h_ocean
4703,<1h_ocean
4704,<1h_ocean
4705,<1h_ocean
4706,<1h_ocean
4707,<1h_ocean
4708,<1h_ocean
4709,<1h_ocean
4710,<1h_ocean
4711,<1h_ocean
4712,<1h_ocean
4713,<1h_ocean
4714,<1h_ocean
4715,<1h_ocean
4716,<1h_ocean
4717,<1h_ocean
4718,<1h_ocean
4719,<1h_ocean
4720,<1h_ocean
4721,<1h_ocean
4722,<1h_ocean
4723,<1h_ocean
4724,<1h_ocean
4725,<1h_ocean
4726,<1h_ocean
4727,<1h_ocean
4728,<1h_ocean
4729,<1h_ocean
4730,<1h_ocean
4731,<1h_ocean
4732,<1h_ocean
4733,<1h_ocean
4734,<1h_ocean
4735,<1h_ocean
4736,<1h_ocean
4737,<1h_ocean
4738,<1h_ocean
4739,<1h_ocean
4740,<1h_ocean
4741,<1h_ocean
4742,<1h_ocean
4743,<1h_ocean
4744,<1h_ocean
4745,<1h_ocean
4746,<1h_ocean
4747,<1h_ocean
4748,<1h_ocean
4749,<1h_ocean
4750,<1h_ocean
4751,<1h_ocean
4752,<1h_ocean
4753,<1h_ocean
4754,<1h_ocean
4755,<1h_ocean
4756,<1h_ocean
4757,<1h_ocean
4758,<1h_ocean
4759,<1h_ocean
4760,<1h_ocean
4761,<1h_ocean
4762,<1h_ocean
4763,<1h_ocean
4764,<1h_ocean
4765,<1h_ocean
4766,<1h_ocean
4767,<1h_ocean
4768,<1h_ocean
4769,<1h_ocean
4770,<1h_ocean
4771,<1h_ocean
4772,<1h_ocean
4773,<1h_ocean
4774,<1h_ocean
4775,<1h_ocean
4776,<1h_ocean
4777,<1h_ocean
4778,<1h_ocean
4779,<1h_ocean
4780,<1h_ocean
4781,<1h_ocean
4782,<1h_ocean
4783,<1h_ocean
4784,<1h_ocean
4785,<1h_ocean
4786,<1h_ocean
4787,<1h_ocean
4788,<1h_ocean
4789,<1h_ocean
4790,<1h_ocean
4791,<1h_ocean
4792,<1h_ocean
4793,<1h_ocean
4794,<1h_ocean
4795,<1h_ocean
4796,<1h_ocean
4797,<1h_ocean
4798,<1h_ocean
4799,<1h_ocean
4800,<1h_ocean
4801,<1h_ocean
4802,<1h_ocean
4803,<1h_ocean
4804,<1h_ocean
4805,<1h_ocean
4806,<1h_ocean
4807,<1h_ocean
4808,<1h_ocean
4809,<1h_ocean
4810,<1h_ocean
4811,<1h_ocean
4812,<1h_ocean
4813,<1h_ocean
4814,<1h_ocean
4815,<1h_ocean
4816,<1h_ocean
4817,<1h_ocean
4818,<1h_ocean
4819,<1h_ocean
4820,<1h_ocean
4821,<1h_ocean
4822,<1h_ocean
4823,<1h_ocean
4824,<1h_ocean
4825,<1h_ocean
4826,<1h_ocean
4827,<1h_ocean
4828,<1h_ocean
4829,<1h_ocean
4830,<1h_ocean
4831,<1h_ocean
4832,<1h_ocean
4833,<1h_ocean
4834,<1h_ocean
4835,<1h_ocean
4836,<1h_ocean
4837,<1h_ocean
4838,<1h_ocean
4839,<1h_ocean
4840,<1h_ocean
4841,<1h_ocean
4842,<1h_ocean
4843,<1h_ocean
4844,<1h_ocean
4845,<1h_ocean
4846,<1h_ocean
4847,<1h_ocean
4848,<1h_ocean
4849,<1h_ocean
4850,<1h_ocean
4851,<1h_ocean
4852,<1h_ocean
4853,<1h_ocean
4854,<1h_ocean
4855,<1h_ocean
4856,<1h_ocean
4857,<1h_ocean
4858,<1h_ocean
4859,<1h_ocean
4860,<1h_ocean
4861,<1h_ocean
4862,<1h_ocean
4863,<1h_ocean
4864,<1h_ocean
4865,<1h_ocean
4866,<1h_ocean
4867,<1h_ocean
4868,<1h_ocean
4869,<1h_ocean
4870,<1h_ocean
4871,<1h_ocean
4872,<1h_ocean
4873,<1h_ocean
4874,<1h_ocean
4875,<1h_ocean
4876,<1h_ocean
4877,<1h_ocean
4878,<1h_ocean
4879,<1h_ocean
4880,<1h_ocean
4881,<1h_ocean
4882,<1h_ocean
4883,<1h_ocean
4884,<1h_ocean
4885,<1h_ocean
4886,<1h_ocean
4887,<1h_ocean
4888,<1h_ocean
4889,<1h_ocean
4890,<1h_ocean
4891,<1h_ocean
4892,<1h_ocean
4893,<1h_ocean
4894,<1h_ocean
4895,<1h_ocean
4896,<1h_ocean
4897,<1h_ocean
4898,<1h_ocean
4899,<1h_ocean
4900,<1h_ocean
4901,<1h_ocean
4902,<1h_ocean
4903,<1h_ocean
4904,<1h_ocean
4905,<1h_ocean
4906,<1h_ocean
4907,<1h_ocean
4908,<1h_ocean
4909,<1h_ocean
4910,<1h_ocean
4911,<1h_ocean
4912,<1h_ocean
4913,<1h_ocean
4914,<1h_ocean
4915,<1h_ocean
4916,<1h_ocean
4917,<1h_ocean
4918,<1h_ocean
4919,<1h_ocean
4920,<1h_ocean
4921,<1h_ocean
4922,<1h_ocean
4923,<1h_ocean
4924,<1h_ocean
4925,<1h_ocean
4926,<1h_ocean
4927,<1h_ocean
4928,<1h_ocean
4929,<1h_ocean
4930,<1h_ocean
4931,<1h_ocean
4932,<1h_ocean
4933,<1h_ocean
4934,<1h_ocean
4935,<1h_ocean
4936,<1h_ocean
4937,<1h_ocean
4938,<1h_ocean
4939,<1h_ocean
4940,<1h_ocean
4941,<1h_ocean
4942,<1h_ocean
4943,<1h_ocean
4944,<1h_ocean
4945,<1h_ocean
4946,<1h_ocean
4947,<1h_ocean
4948,<1h_ocean
4949,<1h_ocean
4950,<1h_ocean
4951,<1h_ocean
4952,<1h_ocean
4953,<1h_ocean
4954,<1h_ocean
4955,<1h_ocean
4956,<1h_ocean
4957,<1h_ocean
4958,<1h_ocean
4959,<1h_ocean
4960,<1h_ocean
4961,<1h_ocean
4962,<1h_ocean
4963,<1h_ocean
4964,<1h_ocean
4965,<1h_ocean
4966,<1h_ocean
4967,<1h_ocean
4968,<1h_ocean
4969,<1h_ocean
4970,<1h_ocean
4971,<1h_ocean
4972,<1h_ocean
4973,<1h_ocean
4974,<1h_ocean
4975,<1h_ocean
4976,<1h_ocean
4977,<1h_ocean
4978,<1h_ocean
4979,<1h_ocean
4980,<1h_ocean
4981,<1h_ocean
4982,<1h_ocean
4983,<1h_ocean
4984,<1h_ocean
4985,<1h_ocean
4986,<1h_ocean
4987,<1h_ocean
4988,<1h_ocean
4989,<1h_ocean
4990,<1h_ocean
4991,<1h_ocean
4992,<1h_ocean
4993,<1h_ocean
4994,<1h_ocean
4995,<1h_ocean
4996,<1h_ocean
4997,<1h_ocean
4998,<1h_ocean
4999,<1h_ocean
5000,<1h_ocean
5001,<1h_ocean
5002,<1h_ocean
5003,<1h_ocean
5004,<1h_ocean
5005,<1h_ocean
5006,<1h_ocean
5007,<1h_ocean
5008,<1h_ocean
5009,<1h_ocean
5010,<1h_ocean
5011,<1h_ocean
5012,<1h_ocean
5013,<1h_ocean
5014,<1h_ocean
5015,<1h_ocean
5016,<1h_ocean
5017,<1h_ocean
5018,<1h_ocean
5019,<1h_ocean
5020,<1h_ocean
5021,<1h_ocean
5022,<1h_ocean
5023,<1h_ocean
5024,<1h_ocean
5025,<1h_ocean
5026,<1h_ocean
5027,<1h_ocean
5028,<1h_ocean
5029,<1h_ocean
5030,<1h_ocean
5031,<1h_ocean
5032,<1h_ocean
5033,<1h_ocean
5034,<1h_ocean
5035,<1h_ocean
5036,<1h_ocean
5037,<1h_ocean
5038,<1h_ocean
5039,<1h_ocean
5040,<1h_ocean
5041,<1h_ocean
5042,<1h_ocean
5043,<1h_ocean
5044,<1h_ocean
5045,<1h_ocean
5046,<1h_ocean
5047,<1h_ocean
5048,<1h_ocean
5049,<1h_ocean
5050,<1h_ocean
5051,<1h_ocean
5052,<1h_ocean
5053,<1h_ocean
5054,<1h_ocean
5055,<1h_ocean
5056,<1h_ocean
5057,<1h_ocean
5058,<1h_ocean
5059,<1h_ocean
5060,<1h_ocean
5061,<1h_ocean
5062,<1h_ocean
5063,<1h_ocean
5064,<1h_ocean
5065,<1h_ocean
5066,<1h_ocean
5067,<1h_ocean
5068,<1h_ocean
5069,<1h_ocean
5070,<1h_ocean
5071,<1h_ocean
5072,<1h_ocean
5073,<1h_ocean
5074,<1h_ocean
5075,<1h_ocean
5076,<1h_ocean
5077,<1h_ocean
5078,<1h_ocean
5079,<1h_ocean
5080,<1h_ocean
5081,<1h_ocean
5082,<1h_ocean
5083,<1h_ocean
5084,<1h_ocean
5085,<1h_ocean
5086,<1h_ocean
5087,<1h_ocean
5088,<1h_ocean
5089,<1h_ocean
5090,<1h_ocean
5091,<1h_ocean
5092,<1h_ocean
5093,<1h_ocean
5094,<1h_ocean
5095,<1h_ocean
5096,<1h_ocean
5097,<1h_ocean
5098,<1h_ocean
5099,<1h_ocean
5100,<1h_ocean
5101,<1h_ocean
5102,<1h_ocean
5103,<1h_ocean
5104,<1h_ocean
5105,<1h_ocean
5106,<1h_ocean
5107,<1h_ocean
5108,<1h_ocean
5109,<1h_ocean
5110,<1h_ocean
5111,<1h_ocean
5112,<1h_ocean
5113,<1h_ocean
5114,<1h_ocean
5115,<1h_ocean
5116,<1h_ocean
5117,<1h_ocean
5118,<1h_ocean
5119,<1h_ocean
5120,<1h_ocean
5121,<1h_ocean
5122,<1h_ocean
5123,<1h_ocean
5124,<1h_ocean
5125,<1h_ocean
5126,<1h_ocean
5127,<1h_ocean
5128,<1h_ocean
5129,<1h_ocean
5130,<1h_ocean
5131,<1h_ocean
5132,<1h_ocean
5133,<1h_ocean
5134,<1h_ocean
5135,<1h_ocean
5136,<1h_ocean
5137,<1h_ocean
5138,<1h_ocean
5139,<1h_ocean
5140,<1h_ocean
5141,<1h_ocean
5142,<1h_ocean
5143,<1h_ocean
5144,<1h_ocean
5145,<1h_ocean
5146,<1h_ocean
5147,<1h_ocean
5148,<1h_ocean
5149,<1h_ocean
5150,<1h_ocean
5151,<1h_ocean
5152,<1h_ocean
5153,<1h_ocean
5154,<1h_ocean
5155,<1h_ocean
5156,<1h_ocean
5157,<1h_ocean
5158,<1h_ocean
5159,<1h_ocean
5160,<1h_ocean
5161,<1h_ocean
5162,<1h_ocean
5163,<1h_ocean
5164,<1h_ocean
5165,<1h_ocean
5166,<1h_ocean
5167,<1h_ocean
5168,<1h_ocean
5169,<1h_ocean
5170,<1h_ocean
5171,<1h_ocean
5172,<1h_ocean
5173,<1h_ocean
5174,<1h_ocean
5175,<1h_ocean
5176,<1h_ocean
5177,<1h_ocean
5178,<1h_ocean
5179,<1h_ocean
5180,<1h_ocean
5181,<1h_ocean
5182,<1h_ocean
5183,<1h_ocean
5184,<1h_ocean
5185,<1h_ocean
5186,<1h_ocean
5187,<1h_ocean
5188,<1h_ocean
5189,<1h_ocean
5190,<1h_ocean
5191,<1h_ocean
5192,<1h_ocean
5193,<1h_ocean
5194,<1h_ocean
5195,<1h_ocean
5196,<1h_ocean
5197,<1h_ocean
5198,<1h_ocean
5199,<1h_ocean
5200,<1h_ocean
5201,<1h_ocean
5202,<1h_ocean
5203,<1h_ocean
5204,<1h_ocean
5205,<1h_ocean
5206,<1h_ocean
5207,<1h_ocean
5208,<1h_ocean
5209,<1h_ocean
5210,<1h_ocean
5211,<1h_ocean
5212,<1h_ocean
5213,<1h_ocean
5214,<1h_ocean
5215,<1h_ocean
5216,<1h_ocean
5217,<1h_ocean
5218,<1h_ocean
5219,<1h_ocean
5220,near_ocean
5221,<1h_ocean
5222,<1h_ocean
5223,<1h_ocean
5224,<1h_ocean
5225,<1h_ocean
5226,<1h_ocean
5227,<1h_ocean
5228,<1h_ocean
5229,<1h_ocean
5230,<1h_ocean
5231,<1h_ocean
5232,<1h_ocean
5233,<1h_ocean
5234,<1h_ocean
5235,<1h_ocean
5236,<1h_ocean
5237,<1h_ocean
5238,<1h_ocean
5239,<1h_ocean
5240,<1h_ocean
5241,<1h_ocean
5242,<1h_ocean
5243,<1h_ocean
5244,<1h_ocean
5245,<1h_ocean
5246,<1h_ocean
5247,<1h_ocean
5248,<1h_ocean
5249,<1h_ocean
5250,<1h_ocean
5251,<1h_ocean
5252,<1h_ocean
5253,<1h_ocean
5254,<1h_ocean
5255,<1h_ocean
5256,<1h_ocean
5257,<1h_ocean
5258,<1h_ocean
5259,<1h_ocean
5260,<1h_ocean
5261,<1h_ocean
5262,<1h_ocean
5263,<1h_ocean
5264,<1h_ocean
5265,<1h_ocean
5266,<1h_ocean
5267,<1h_ocean
5268,<1h_ocean
5269,<1h_ocean
5270,<1h_ocean
5271,<1h_ocean
5272,<1h_ocean
5273,<1h_ocean
5274,<1h_ocean
5275,<1h_ocean
5276,<1h_ocean
5277,<1h_ocean
5278,<1h_ocean
5279,<1h_ocean
5280,<1h_ocean
5281,<1h_ocean
5282,<1h_ocean
5283,<1h_ocean
5284,<1h_ocean
5285,<1h_ocean
5286,<1h_ocean
5287,<1h_ocean
5288,<1h_ocean
5289,<1h_ocean
5290,<1h_ocean
5291,<1h_ocean
5292,<1h_ocean
5293,<1h_ocean
5294,<1h_ocean
5295,<1h_ocean
5296,<1h_ocean
5297,<1h_ocean
5298,<1h_ocean
5299,<1h_ocean
5300,<1h_ocean
5301,<1h_ocean
5302,<1h_ocean
5303,<1h_ocean
5304,<1h_ocean
5305,<1h_ocean
5306,<1h_ocean
5307,<1h_ocean
5308,<1h_ocean
5309,<1h_ocean
5310,<1h_ocean
5311,<1h_ocean
5312,<1h_ocean
5313,<1h_ocean
5314,<1h_ocean
5315,<1h_ocean
5316,<1h_ocean
5317,<1h_ocean
5318,<1h_ocean
5319,<1h_ocean
5320,<1h_ocean
5321,<1h_ocean
5322,<1h_ocean
5323,<1h_ocean
5324,<1h_ocean
5325,<1h_ocean
5326,<1h_ocean
5327,<1h_ocean
5328,<1h_ocean
5329,<1h_ocean
5330,<1h_ocean
5331,<1h_ocean
5332,<1h_ocean
5333,<1h_ocean
5334,<1h_ocean
5335,<1h_ocean
5336,<1h_ocean
5337,<1h_ocean
5338,<1h_ocean
5339,<1h_ocean
5340,<1h_ocean
5341,<1h_ocean
5342,<1h_ocean
5343,<1h_ocean
5344,<1h_ocean
5345,<1h_ocean
5346,<1h_ocean
5347,<1h_ocean
5348,<1h_ocean
5349,<1h_ocean
5350,<1h_ocean
5351,<1h_ocean
5352,<1h_ocean
5353,<1h_ocean
5354,<1h_ocean
5355,<1h_ocean
5356,<1h_ocean
5357,<1h_ocean
5358,<1h_ocean
5359,<1h_ocean
5360,<1h_ocean
5361,<1h_ocean
5362,<1h_ocean
5363,<1h_ocean
5364,<1h_ocean
5365,<1h_ocean
5366,<1h_ocean
5367,<1h_ocean
5368,<1h_ocean
5369,<1h_ocean
5370,<1h_ocean
5371,<1h_ocean
5372,<1h_ocean
5373,<1h_ocean
5374,<1h_ocean
5375,<1h_ocean
5376,<1h_ocean
5377,<1h_ocean
5378,<1h_ocean
5379,<1h_ocean
5380,<1h_ocean
5381,<1h_ocean
5382,<1h_ocean
5383,<1h_ocean
5384,<1h_ocean
5385,<1h_ocean
5386,<1h_ocean
5387,<1h_ocean
5388,<1h_ocean
5389,<1h_ocean
5390,<1h_ocean
5391,<1h_ocean
5392,<1h_ocean
5393,<1h_ocean
5394,<1h_ocean
5395,<1h_ocean
5396,<1h_ocean
5397,<1h_ocean
5398,<1h_ocean
5399,<1h_ocean
5400,<1h_ocean
5401,<1h_ocean
5402,<1h_ocean
5403,<1h_ocean
5404,<1h_ocean
5405,<1h_ocean
5406,<1h_ocean
5407,<1h_ocean
5408,<1h_ocean
5409,<1h_ocean
5410,<1h_ocean
5411,<1h_ocean
5412,<1h_ocean
5413,<1h_ocean
5414,<1h_ocean
5415,<1h_ocean
5416,<1h_ocean
5417,<1h_ocean
5418,<1h_ocean
5419,<1h_ocean
5420,<1h_ocean
5421,<1h_ocean
5422,<1h_ocean
5423,<1h_ocean
5424,<1h_ocean
5425,<1h_ocean
5426,<1h_ocean
5427,<1h_ocean
5428,<1h_ocean
5429,<1h_ocean
5430,<1h_ocean
5431,<1h_ocean
5432,<1h_ocean
5433,<1h_ocean
5434,<1h_ocean
5435,<1h_ocean
5436,<1h_ocean
5437,<1h_ocean
5438,<1h_ocean
5439,<1h_ocean
5440,<1h_ocean
5441,<1h_ocean
5442,<1h_ocean
5443,<1h_ocean
5444,<1h_ocean
5445,<1h_ocean
5446,<1h_ocean
5447,<1h_ocean
5448,<1h_ocean
5449,<1h_ocean
5450,<1h_ocean
5451,<1h_ocean
5452,<1h_ocean
5453,<1h_ocean
5454,<1h_ocean
5455,<1h_ocean
5456,<1h_ocean
5457,<1h_ocean
5458,<1h_ocean
5459,<1h_ocean
5460,<1h_ocean
5461,<1h_ocean
5462,<1h_ocean
5463,<1h_ocean
5464,<1h_ocean
5465,<1h_ocean
5466,<1h_ocean
5467,<1h_ocean
5468,<1h_ocean
5469,<1h_ocean
5470,<1h_ocean
5471,<1h_ocean
5472,<1h_ocean
5473,<1h_ocean
5474,<1h_ocean
5475,<1h_ocean
5476,<1h_ocean
5477,<1h_ocean
5478,<1h_ocean
5479,<1h_ocean
5480,<1h_ocean
5481,<1h_ocean
5482,<1h_ocean
5483,<1h_ocean
5484,<1h_ocean
5485,<1h_ocean
5486,<1h_ocean
5487,<1h_ocean
5488,<1h_ocean
5489,<1h_ocean
5490,<1h_ocean
5491,<1h_ocean
5492,<1h_ocean
5493,<1h_ocean
5494,<1h_ocean
5495,<1h_ocean
5496,<1h_ocean
5497,<1h_ocean
5498,<1h_ocean
5499,<1h_ocean
5500,<1h_ocean
5501,<1h_ocean
5502,<1h_ocean
5503,<1h_ocean
5504,<1h_ocean
5505,<1h_ocean
5506,<1h_ocean
5507,<1h_ocean
5508,<1h_ocean
5509,<1h_ocean
5510,<1h_ocean
5511,<1h_ocean
5512,<1h_ocean
5513,<1h_ocean
5514,<1h_ocean
5515,<1h_ocean
5516,<1h_ocean
5517,<1h_ocean
5518,<1h_ocean
5519,<1h_ocean
5520,<1h_ocean
5521,<1h_ocean
5522,<1h_ocean
5523,<1h_ocean
5524,<1h_ocean
5525,<1h_ocean
5526,<1h_ocean
5527,<1h_ocean
5528,<1h_ocean
5529,<1h_ocean
5530,<1h_ocean
5531,<1h_ocean
5532,<1h_ocean
5533,<1h_ocean
5534,<1h_ocean
5535,<1h_ocean
5536,<1h_ocean
5537,<1h_ocean
5538,<1h_ocean
5539,near_ocean
5540,near_ocean
5541,near_ocean
5542,<1h_ocean
5543,<1h_ocean
5544,<1h_ocean
5545,<1h_ocean
5546,<1h_ocean
5547,<1h_ocean
5548,<1h_ocean
5549,<1h_ocean
5550,<1h_ocean
5551,<1h_ocean
5552,<1h_ocean
5553,<1h_ocean
5554,near_ocean
5555,<1h_ocean
5556,<1h_ocean
5557,near_ocean
5558,near_ocean
5559,near_ocean
5560,near_ocean
5561,<1h_ocean
5562,near_ocean
5563,near_ocean
5564,near_ocean
5565,near_ocean
5566,near_ocean
5567,near_ocean
5568,near_ocean
5569,<1h_ocean
5570,<1h_ocean
5571,near_ocean
5572,near_ocean
5573,<1h_ocean
5574,<1h_ocean
5575,<1h_ocean
5576,near_ocean
5577,near_ocean
5578,near_ocean
5579,near_ocean
5580,near_ocean
5581,<1h_ocean
5582,<1h_ocean
5583,<1h_ocean
5584,<1h_ocean
5585,near_ocean
5586,near_ocean
5587,near_ocean
5588,near_ocean
5589,<1h_ocean
5590,near_ocean
5591,near_ocean
5592,near_ocean
5593,near_ocean
5594,near_ocean
5595,near_ocean
5596,near_ocean
5597,near_ocean
5598,near_ocean
5599,near_ocean
5600,near_ocean
5601,near_ocean
5602,near_ocean
5603,near_ocean
5604,near_ocean
5605,near_ocean
5606,near_ocean
5607,near_ocean
5608,near_ocean
5609,near_ocean
5610,near_ocean
5611,near_ocean
5612,near_ocean
5613,near_ocean
5614,near_ocean
5615,near_ocean
5616,near_ocean
5617,near_ocean
5618,near_ocean
5619,near_ocean
5620,near_ocean
5621,near_ocean
5622,near_ocean
5623,near_ocean
5624,near_ocean
5625,near_ocean
5626,<1h_ocean
5627,<1h_ocean
5628,<1h_ocean
5629,<1h_ocean
5630,<1h_ocean
5631,<1h_ocean
5632,<1h_ocean
5633,<1h_ocean
5634,<1h_ocean
5635,<1h_ocean
5636,<1h_ocean
5637,<1h_ocean
5638,<1h_ocean
5639,<1h_ocean
5640,<1h_ocean
5641,<1h_ocean
5642,<1h_ocean
5643,<1h_ocean
5644,<1h_ocean
5645,<1h_ocean
5646,<1h_ocean
5647,<1h_ocean
5648,<1h_ocean
5649,<1h_ocean
5650,<1h_ocean
5651,<1h_ocean
5652,<1h_ocean
5653,<1h_ocean
5654,<1h_ocean
5655,<1h_ocean
5656,<1h_ocean
5657,<1h_ocean
5658,<1h_ocean
5659,<1h_ocean
5660,<1h_ocean
5661,<1h_ocean
5662,<1h_ocean
5663,<1h_ocean
5664,<1h_ocean
5665,<1h_ocean
5666,<1h_ocean
5667,<1h_ocean
5668,<1h_ocean
5669,<1h_ocean
5670,<1h_ocean
5671,<1h_ocean
5672,<1h_ocean
5673,<1h_ocean
5674,<1h_ocean
5675,<1h_ocean
5676,<1h_ocean
5677,<1h_ocean
5678,<1h_ocean
5679,<1h_ocean
5680,<1h_ocean
5681,<1h_ocean
5682,<1h_ocean
5683,<1h_ocean
5684,<1h_ocean
5685,<1h_ocean
5686,<1h_ocean
5687,<1h_ocean
5688,<1h_ocean
5689,<1h_ocean
5690,<1h_ocean
5691,<1h_ocean
5692,<1h_ocean
5693,<1h_ocean
5694,<1h_ocean
5695,<1h_ocean
5696,<1h_ocean
5697,<1h_ocean
5698,<1h_ocean
5699,<1h_ocean
5700,<1h_ocean
5701,<1h_ocean
5702,<1h_ocean
5703,<1h_ocean
5704,<1h_ocean
5705,<1h_ocean
5706,<1h_ocean
5707,<1h_ocean
5708,<1h_ocean
5709,<1h_ocean
5710,<1h_ocean
5711,<1h_ocean
5712,<1h_ocean
5713,<1h_ocean
5714,<1h_ocean
5715,<1h_ocean
5716,<1h_ocean
5717,<1h_ocean
5718,<1h_ocean
5719,<1h_ocean
5720,<1h_ocean
5721,<1h_ocean
5722,<1h_ocean
5723,<1h_ocean
5724,<1h_ocean
5725,<1h_ocean
5726,<1h_ocean
5727,<1h_ocean
5728,<1h_ocean
5729,<1h_ocean
5730,<1h_ocean
5731,<1h_ocean
5732,<1h_ocean
5733,<1h_ocean
5734,<1h_ocean
5735,<1h_ocean
5736,<1h_ocean
5737,<1h_ocean
5738,<1h_ocean
5739,<1h_ocean
5740,<1h_ocean
5741,<1h_ocean
5742,<1h_ocean
5743,<1h_ocean
5744,<1h_ocean
5745,<1h_ocean
5746,<1h_ocean
5747,<1h_ocean
5748,<1h_ocean
5749,<1h_ocean
5750,<1h_ocean
5751,<1h_ocean
5752,<1h_ocean
5753,<1h_ocean
