hhid14_9,migrated_2007_2014,pidlink
289064100,,289064102
289073100,1,289070001
289070000,1,289070002
289074100,0,289070004
289070000,,289070008
289073200,,289073203
289074100,0,289074101
289084100,1,289080002
289084100,0,289080003
289084100,0,289084101
289090000,0,289090002
289093100,0,289090004
289090000,0,289090005
289093100,0,289090007
289090000,,289090009
289100000,,289100001
289100000,0,289100002
289104100,1,289100003
289100004,,289100004
289104100,,289104102
289110000,0,289110001
289110000,0,289110002
289110000,0,289110003
289110000,1,289110004
289110000,,289110005
289120000,1,289120002
289123100,1,289120005
289123100,0,289123103
289130000,0,289130003
289130000,0,289130004
289130000,,289130005
289130000,,289130006
289143100,0,289140003
289143200,0,289140004
289140000,0,289140005
289140000,,289140010
289143100,0,289143102
289143100,,289143103
289143100,,289143104
289143100,,289143109
289143100,,289143110
289143200,0,289143202
289150000,0,289150001
289150000,0,289150004
289150000,,289150008
289150000,,289150010
289160000,0,289160002
289163200,0,289160003
289160005,0,289160005
289164100,0,289160006
289164200,0,289160007
289160000,,289160008
289163200,0,289160010
289164400,,289160012
289163200,,289160013
289160000,,289160014
289163103,,289163103
289164100,0,289164101
289164200,,289164204
289164300,,289164303
289160005,,289165102
289163103,,289165303
289170000,0,289170001
289170000,0,289170002
289174100,0,289170003
289174200,0,289170004
289170005,0,289170005
289170000,,289170009
289174100,0,289174102
289174200,0,289174201
289170005,,289175101
289180000,0,289180001
289180000,0,289180005
289204100,0,289200002
289200000,0,289200003
289200000,0,289200006
289220000,1,289220001
289220000,,289220002
289223100,0,289220005
289220007,,289220007
289220000,,289220010
289223100,,289223102
289234100,0,289230002
289234100,0,289230003
289231100,0,289230005
289234100,,289230008
289231100,,289231103
289234100,,289234107
289250000,0,289250001
289251100,0,289250002
289250003,,289250003
289250000,0,289250004
289250000,,289250006
289250000,,289250012
289251100,,289251101
289251100,,289251104
289250003,,289255103
289260000,0,289260001
289260000,0,289260002
289264100,1,289260003
289260000,,289260004
289264200,0,289260005
289263200,0,289260006
289260000,,289263103
289263200,,289263201
289264100,0,289264102
289264200,0,289264201
289264200,,289264203
289270000,0,289270001
289273100,0,289270002
289273100,1,289270004
289273200,,289270006
289270000,0,289270008
289271100,,289271103
289273100,,289273104
289280000,0,289280002
289283100,0,289280003
289284100,0,289280004
289280007,,289280007
289280009,1,289280009
289283100,0,289283102
289283100,,289283103
289284100,0,289284102
289280007,,289285102
289280009,,289285201
289290000,0,289290001
289290000,0,289290002
289290004,,289290004
289294100,0,289290006
289290000,,289290007
289294100,,289294103
289290004,,289295101
289300000,0,289300001
289303100,,289300002
289300000,,289300004
289304100,0,289300005
289300000,,289300006
289300000,0,289300007
289300000,,289300012
289300000,,289300013
289303100,,289303101
289304100,0,289304102
289414100,1,289410007
289410000,1,289410011
289410013,,289410013
289413200,1,289413202
289413200,,289413206
289414100,,289414102
289420000,1,289420001
289420000,1,289420002
289423100,0,289420003
289420005,,289420005
289423100,,289420007
289420008,,289420008
289423100,,289423103
289424100,0,289424102
289420005,,289425101
289420008,,289425201
289430000,0,289430001
289430000,0,289430002
289430003,1,289430003
289430000,0,289430004
289430000,0,289430005
289430000,,289430007
289430000,,289430009
290010000,0,290010001
290010000,1,290010002
290013100,1,290010003
290010004,1,290010004
290014100,1,290010005
290013100,1,290013102
290014100,,290014102
290010004,,290015102
290020000,0,290020001
290020000,0,290020002
290020000,1,290020003
290020005,,290020005
290030000,0,290030001
290030000,,290030006
290030000,,290030007
290030000,,290030009
290040000,0,290040001
290040000,0,290040002
290040000,1,290040003
290054100,0,290050001
290050000,,290050003
290050000,0,290050005
290050000,,290050007
290054100,1,290054102
290060000,0,290060001
290060000,0,290060002
290060000,,290060003
290060000,1,290060004
290060000,,290060005
290060006,,290060006
290070000,0,290070001
290070000,0,290070002
290070000,,290070011
290084100,0,290080002
290084200,0,290080005
290080000,1,290080006
290080000,1,290080007
290083100,0,290083106
290084100,,290084103
290084200,0,290084201
290090000,0,290090001
290090000,0,290090002
290093100,0,290090003
290090000,0,290090004
290093100,0,290093102
290100000,,290100001
290100000,0,290100002
290113100,0,290110002
290113100,0,290113101
290113100,,290113103
290124100,,290120001
290120000,0,290120002
290123100,0,290120003
290124100,0,290120004
290124200,,290120005
290123100,0,290123101
290123100,,290123103
290123100,,290123104
290124100,1,290124102
290124200,,290124204
290130000,0,290130002
290130000,1,290130003
290134200,1,290130004
290130005,0,290130005
290130000,0,290130007
290133100,1,290133102
290133100,,290133103
290133100,,290133106
290134100,1,290134101
290134100,,290134104
290134200,,290134202
290134300,0,290134301
290134303,,290134303
290130005,,290135101
290134303,,290135601
290150000,0,290150001
290154100,0,290150002
290154200,0,290150004
290150000,1,290150005
290154200,0,290154201
290160000,0,290160001
290160000,0,290160002
290160005,0,290160005
290164100,0,290164101
290160005,,290165101
290180000,0,290180001
290180000,0,290180003
290183100,0,290180005
290180000,,290180007
290180000,,290180008
290183100,0,290183101
290190000,0,290190001
290190000,0,290190002
290190000,0,290190003
290190004,,290190004
290190006,,290190006
290190004,,290195101
290190006,,290195201
290200000,0,290200001
290200000,0,290200002
290200003,,290200003
290200000,,290200005
290200000,,290200006
290200003,,290205102
290210000,0,290210001
290210000,0,290210002
290211100,0,290210003
290210000,1,290210004
290214100,1,290210005
290210000,,290210009
290211100,0,290211101
290211100,,290211103
290213100,0,290213104
290223100,,290220002
290223100,0,290220003
290223100,0,290223102
290230000,0,290230001
290230000,0,290230002
290230000,,290230010
290260005,1,290260005
290260000,,290260006
290260000,,290260007
290270000,1,290270001
290270000,0,290270002
290270003,0,290270003
290270000,0,290270004
290274200,0,290270005
290270000,,290270006
290270000,,290270010
290274200,0,290274202
290270003,,290275102
290300000,0,290300001
290300000,,290300002
290300000,1,290300005
290304100,0,290300006
290304100,0,290304101
290410000,0,290410001
290410000,0,290410002
290410003,1,290410004
290420000,0,290420002
290420003,1,290420003
290424100,1,290420004
290420000,1,290420005
290420000,,290420006
290420000,,290420007
290424100,,290424102
290420003,,290425101
290430000,0,290430001
290430000,0,290430002
290434100,0,290430003
290434100,0,290434101
290440000,0,290440001
290440000,0,290440002
290440000,0,290440003
290440000,,290440005
290440000,,290440007
290450002,1,290450002
290451100,1,290450003
290450004,,290450004
290450000,0,290450005
290451100,1,290450007
290451200,0,290450008
290450000,0,290450009
290451100,,290451101
290451103,1,290451103
290451100,,290451104
290451100,,290451106
290451200,0,290451202
290453100,1,290453101
290450000,,290453103
290453100,,290453107
290450002,,290455101
290450004,,290455201
290450004,,290455203
290450004,,290455204
291030000,0,291030002
291033100,,291030003
291034100,1,291030004
291030005,1,291030005
291030006,1,291030006
291030007,,291030007
291034100,1,291034101
291030005,,291035101
291030006,,291035202
291050000,0,291050001
291050000,0,291050002
291050004,0,291050004
291054100,1,291050005
291050000,,291050008
291054100,,291054102
291070000,1,291070003
291070000,1,291070004
291070000,,291070005
291080000,0,291080001
291080000,0,291080002
291080000,0,291080003
291080000,,291080004
291090000,0,291090001
291090000,0,291090002
291090000,1,291090004
291090005,0,291090005
291090005,,291095101
291100000,0,291100002
291100003,0,291100003
291100000,1,291100004
291100000,0,291100005
291100000,0,291100006
291100003,0,291100008
291100000,,291100014
291100000,,291100015
291100000,0,291104101
291110000,,291110002
291110000,0,291110003
291113100,0,291110004
291114100,0,291110005
291110000,,291110007
291110008,0,291110008
291190000,,291110009
291110000,0,291110010
291113100,0,291113102
291114100,0,291114102
291114200,0,291114202
291110008,,291115102
291120000,0,291120001
291120000,0,291120002
291124100,0,291120003
291050004,0,291120005
291120006,1,291120006
291120000,0,291120008
291120000,,291120009
291120000,,291120012
291124100,0,291124105
291120006,,291125103
291132100,0,291130003
291131100,0,291130004
291133100,0,291130006
291130000,0,291130007
291131100,0,291131102
291131100,,291131103
291132100,0,291132102
291132100,,291132103
291133100,0,291133104
291133100,,291133106
291150000,,291150002
291152100,1,291150003
291150000,,291150004
291154100,0,291150005
291152100,,291152103
291152100,,291152105
291154100,0,291154103
291180000,0,291180002
291180000,0,291180004
291190000,0,291190001
291190000,0,291190002
291190000,0,291190003
291190000,0,291190004
291190000,,291190005
291200000,0,291200001
291200000,0,291200002
291204100,1,291200003
291200000,0,291200004
291200005,,291200005
291200006,,291200006
291204100,,291204102
291410000,0,291410002
291410000,,291410003
291410004,1,291410004
291410000,0,291410005
291410006,1,291410006
291410000,,291410007
291410004,,291415101
291410006,,291415201
291420000,,291420002
291424200,1,291420004
291424200,1,291424201
291430000,0,291430001
291430000,0,291430002
291433100,0,291430003
291433200,0,291430004
291430005,1,291430005
291430007,1,291430007
291430008,0,291430008
291430009,1,291430009
291430008,1,291430010
291433100,0,291433102
291433200,0,291433201
291433200,,291433203
291430005,,291435101
291430008,,291435301
291430009,,291435402
292010000,0,292010002
292014100,0,292010003
292014200,0,292010004
292010005,1,292010005
292010000,0,292010006
292010000,,292010008
292014200,0,292014201
292010005,,292015102
292020000,0,292020001
292020000,0,292020002
292024100,1,292020003
292020004,1,292020004
292020000,1,292020005
292020000,0,292020006
292020007,1,292020007
292020000,1,292020008
292020000,0,292020009
292020000,,292020010
292020000,,292020011
292024100,,292024104
292024200,0,292024202
292020007,,292025201
292030000,0,292030001
292033100,1,292030003
292033200,0,292030005
292034100,0,292030006
292424100,1,292030007
292030009,1,292030009
292030000,1,292030010
292030000,0,292030011
292030000,,292030012
292033100,1,292033101
292033103,,292033103
292033104,,292033104
292033200,0,292033202
292034100,1,292034102
292030009,,292035101
292040000,1,292040002
292044100,1,292040003
292040000,0,292040005
292040000,,292040006
292040000,,292040007
292044100,,292044102
292050000,,292050002
292051100,0,292050003
292054100,0,292050005
292050000,0,292050006
292050000,1,292050007
292054400,0,292050008
292051200,0,292050009
292051100,0,292051102
292054100,0,292054101
292054400,0,292054401
292060000,0,292060002
292064200,0,292060004
292060000,0,292060005
292060000,,292060008
292060000,,292060009
292064100,0,292064101
292064200,0,292064202
292070000,1,292070001
292070000,0,292070002
292070003,0,292070003
292070004,1,292070004
292070000,,292070005
292070000,,292070006
292070000,,292070007
292080000,0,292080001
292080000,0,292080002
292084100,0,292080003
292114100,0,292080004
292080000,1,292080006
292100000,0,292100001
292100000,0,292100002
292104100,0,292100003
292100004,,292100004
292100000,1,292100005
292100006,1,292100006
292100000,,292100008
292104100,0,292104101
292100004,,292105102
292110000,0,292110001
292110000,0,292110002
292114200,1,292110004
292110008,,292110008
292114200,,292114202
292130000,0,292130001
292130000,0,292130002
292134100,0,292130003
292130000,0,292130004
292130005,0,292130005
292130000,,292130007
292134100,,292134104
292130005,,292135101
292140000,0,292140002
292143100,0,292140003
292144100,0,292140004
292140005,0,292140005
292143100,0,292143102
292144100,0,292144101
292140005,,292145101
292150000,,292150002
292153100,0,292150003
292150000,1,292150004
292154100,0,292150005
292154200,0,292150006
292154300,0,292150007
292220005,0,292150008
292150000,0,292150009
292150000,,292150012
292153100,0,292153101
292154100,0,292154101
292154200,0,292154201
292154300,0,292154301
292160000,,292160003
292170000,,292170001
292170000,,292170002
292170000,0,292170003
292170005,1,292170005
292170000,,292170006
292170000,0,292174101
292180000,0,292180001
292180000,,292180002
292193100,0,292190002
292190000,1,292190003
292193100,0,292193101
292190000,,292193103
292190000,,292193104
292200000,0,292200001
292200000,1,292200002
292200003,1,292200003
292200004,1,292200004
292200000,,292200007
292210000,,292210002
292214100,0,292210003
292214200,0,292210004
292210000,,292210006
292210000,,292210007
292210000,,292210008
292214100,1,292214101
292214200,0,292214201
292220000,0,292220001
292220000,0,292220002
292224100,0,292220004
292220005,0,292220005
292220000,,292220006
292224100,0,292224101
292230000,0,292230001
292230000,0,292230002
292230000,1,292230003
292230000,,292230004
292230000,,292230005
292230000,,292230007
292240000,0,292240001
292240000,0,292240002
292243100,0,292240003
292244100,0,292240004
292244200,1,292240006
292240007,0,292240007
292240008,0,292240008
292240000,,292240009
292243100,,292243103
292243100,,292243108
292244100,0,292244102
292244200,,292244202
292240007,,292245101
292240008,,292245201
292260000,0,292260001
292260000,0,292260002
292260003,0,292260003
292260004,1,292260004
292260005,1,292260005
292260003,,292265101
292260004,,292265201
292270000,0,292270002
292270000,0,292270003
292270004,,292270004
292270000,,292270005
292290000,0,292290001
292290000,0,292290002
292294100,0,292290003
292294200,0,292290004
292290005,0,292290005
292290006,0,292290006
292290000,,292290007
292294100,0,292294101
292294200,0,292294202
292290005,,292295102
292290006,,292295202
292300000,0,292300001
292300000,0,292300002
292300003,,292300003
292410000,,292410002
292410000,1,292410004
292410000,,292410006
292410000,,292410007
292420000,0,292420001
292420000,0,292420002
292424100,1,292420003
292424200,0,292420004
292424300,0,292420005
292420000,1,292420006
292420000,,292420009
292424300,0,292424301
292434100,0,292430002
292430000,,292430003
292430000,0,292430005
292430000,1,292430006
292430000,1,292430008
292434100,1,292434101
292440000,,292440003
293023100,0,293020002
293020000,0,293020003
293020000,,293020004
293023100,0,293023101
293030000,0,293030001
293030000,1,293030002
293030004,1,293030004
293030000,,293030005
293060000,0,293060002
293064100,0,293060003
293060000,,293060004
293064100,0,293064101
293070000,0,293070002
293070000,1,293070003
293074100,0,293070004
293070005,1,293070005
293071200,0,293070007
293073200,0,293070008
293070000,,293070009
293073300,0,293070010
293071200,1,293071205
293070000,1,293073104
293073200,0,293073201
293073200,,293073203
293073300,,293073303
293074100,,293074102
293070005,,293075102
293080000,0,293080001
293080000,0,293080002
293084100,1,293080003
293080000,,293080005
293084100,,293084102
293094100,0,293090004
293100000,0,293100001
293100000,0,293100002
293100000,0,293100005
293113100,0,293110001
293113100,0,293110004
293110000,0,293110006
293110000,0,293110007
293110000,,293110010
293113100,0,293113101
293120000,0,293120001
293120000,0,293120002
293120000,0,293120003
293120000,0,293120004
293120000,,293120006
293130000,0,293130001
293130000,1,293130002
293130003,0,293130003
293130003,,293135102
293140000,1,293140001
293140000,0,293140002
293144100,1,293140003
293140004,,293140004
293144100,1,293144101
293140004,,293145101
293150000,0,293150001
293150000,,293150002
293153100,0,293150004
293153100,,293153103
293162100,0,293160001
293160000,0,293160003
293160000,0,293160004
293170000,0,293170001
293170000,0,293170002
293170000,0,293170003
293170000,0,293170004
293170000,1,293170005
293170000,,293170006
293170000,,293170007
293180000,0,293180001
293180000,0,293180002
293183100,1,293180003
293180004,0,293180004
293180000,,293180006
293180004,0,293180008
293183100,1,293183102
293200000,0,293200001
293200000,0,293200002
293204104,0,293200005
293204104,0,293204104
293210000,0,293210001
293210000,0,293210002
293214100,0,293210003
293214100,0,293214103
293220000,0,293220001
293220000,0,293220002
293220003,1,293220003
293220000,,293220004
293240000,0,293240001
293240000,0,293240002
293240000,,293240003
293240000,,293240004
293240000,,293240005
293260000,0,293260001
293260000,0,293260002
293260000,0,293260003
293280000,0,293280001
293280000,0,293280002
293284100,1,293280003
293284100,0,293284101
293294100,0,293290001
293291100,0,293290003
293290000,0,293290004
293290000,0,293290005
293290000,0,293290006
293291100,,293291103
293294100,0,293294102
293300001,1,293300001
293304200,0,293300004
293304300,0,293300005
293300007,,293300007
293300000,,293300008
293300000,,293300009
293304200,0,293304201
293304300,0,293304301
293410000,1,293410001
293410000,0,293410002
293410000,1,293410003
293420000,0,293420007
293420000,0,293420008
293420000,,293420009
293424100,0,293424102
293430000,,293430001
293430000,0,293430002
293430003,,293430003
294010000,0,294010003
294010000,0,294010005
294020000,,294020001
294020000,0,294020002
294024100,0,294020003
294020000,0,294020004
294020000,0,294020005
294020006,0,294020006
294020000,,294020007
294020000,,294020008
294024100,0,294024101
294024200,0,294024201
294020006,,294025101
294034100,0,294030001
294030000,0,294030002
294030000,0,294030003
294034200,,294030004
294030000,,294030005
294030000,,294030007
294034100,0,294034102
294034200,,294034202
294040000,,294040002
294053100,0,294050003
294050000,,294050004
294053100,0,294050006
294050007,,294050007
294050007,,294055101
294063100,,294060002
294063100,1,294060004
294060000,0,294060005
294060000,0,294060006
294060000,0,294060010
294060000,,294060013
294063100,,294063109
294070000,0,294070001
294073100,0,294070003
294073100,0,294070004
294070000,0,294070007
294070000,,294070009
294070000,,294070010
294073100,,294073103
294081100,0,294080003
294081100,0,294081102
294081100,,294081103
294090000,,294090001
294090000,0,294090002
294093100,0,294090003
294090004,0,294090004
294090000,,294090005
294090004,0,294090007
294093100,0,294093102
294100000,0,294100001
294100000,0,294100002
294100003,1,294100003
294104100,0,294100004
294100000,0,294100005
294100000,,294100007
294104100,0,294100009
294100000,,294100011
294103100,0,294103102
294100003,,294105102
294110000,0,294110003
294110000,,294110004
294110000,,294110007
294110000,,294110008
294110000,,294110009
294154100,0,294150001
294150000,,294150002
294150003,,294150003
294150000,,294150004
294150000,0,294150005
294150000,,294150006
294153100,0,294150007
294150008,0,294150008
294153200,0,294150011
294150008,0,294150012
294150000,,294150016
294153100,0,294153108
294153200,0,294153201
294154200,0,294154202
294150003,,294155101
294160000,0,294160001
294160000,0,294160002
294160004,0,294160004
294160000,0,294160007
294160000,,294160009
294160004,,294165102
294170000,0,294170001
294170000,0,294170002
294173100,0,294170003
294172100,0,294170005
294174100,1,294170007
294170000,0,294170008
294170000,0,294170009
294170000,,294170010
294172100,0,294172102
294172100,,294172103
294173100,0,294173102
294173100,,294173103
294174100,0,294174104
294190000,0,294190001
294190000,0,294190002
294190000,0,294190003
294190000,,294190004
294194100,1,294190005
294194100,1,294190006
294194100,,294190007
294200000,0,294200001
294200000,0,294200002
294204100,0,294200005
294200006,,294200006
294204100,0,294200008
294204100,,294200009
294200006,,294205106
294413100,0,294410001
294410002,1,294410002
294414100,0,294410003
294410002,,294410004
294410000,0,294410005
294410000,,294410006
294410000,,294410007
294413100,0,294413102
294414100,0,294414102
294414206,0,294414206
294420000,0,294420001
294423200,0,294420003
294423300,,294420004
294423400,1,294420005
294423100,,294420008
294420000,0,294420010
294420000,1,294420013
294423100,,294423111
294423200,0,294423202
294423200,,294423203
294423300,0,294423302
294423300,,294423307
294423400,1,294423401
294430000,0,294430001
294430000,,294430004
294440000,0,294440001
294440000,0,294440002
294440000,,294440004
295010000,0,295010001
295010004,0,295010004
295010000,,295010005
295010004,,295015102
295021100,0,295020005
295021100,,295020006
295021100,,295021104
295034100,0,295030003
295030004,0,295030004
295034200,0,295030005
295030000,1,295030006
295030007,,295030007
295030004,1,295030009
295030000,1,295033103
295034100,,295034102
295034200,0,295034202
295044100,0,295040001
295040000,,295040002
295040000,0,295040003
295044200,1,295040005
295044200,,295040006
295060000,0,295060001
295060000,0,295060002
295060000,0,295060003
295064100,0,295060004
295060000,,295060006
295122100,1,295061104
295064100,0,295064101
295070000,1,295070001
295070000,1,295070002
295071100,0,295070004
295070000,,295070005
295071100,,295071104
295100000,1,295100001
295100003,,295100003
295102100,,295100004
295100000,1,295100005
295100000,,295100009
295102100,,295102103
295102100,0,295102104
295100003,,295105103
295110000,1,295110001
295110000,1,295110002
295110000,1,295110003
295123100,0,295120003
295120004,,295120004
295122100,1,295120005
295123100,0,295120006
295123100,,295120007
295120000,1,295120008
295123200,0,295123201
295120004,,295125101
295130000,0,295130001
295130000,0,295130002
295130000,,295130003
295130000,0,295130004
295140000,0,295140001
295140000,0,295140002
295143100,0,295140005
295143200,0,295140006
295140007,,295140007
295140008,,295140008
295140003,,295140009
295143102,1,295143102
295143100,,295143106
295143200,0,295143201
295140007,,295145202
295140008,,295145301
295160000,0,295160002
295162100,1,295160003
295163100,1,295160004
295160005,,295160005
295160000,,295160007
295160000,,295160008
295160000,,295160009
295162100,,295162104
295163100,1,295163106
295170000,0,295170002
295174100,0,295170004
295170005,,295170005
295170008,,295170008
295174100,0,295174102
295170005,,295175102
295184100,0,295180003
295184100,,295180005
295184100,0,295184101
295200000,0,295200002
295202100,0,295200003
295200000,0,295200004
295200000,0,295200005
295202100,0,295200006
295202100,,295200007
295210000,1,295210001
295210000,1,295210002
295210000,1,295210003
295210000,,295210005
295220000,0,295220001
295220000,0,295220003
295260000,0,295260001
295260000,0,295260002
295264100,1,295260003
295260000,,295260004
295270000,0,295270001
295270000,0,295270002
295273100,0,295270003
295270004,0,295270004
295270000,0,295270006
295270007,,295270007
295270000,,295270008
295273100,,295273104
295270004,,295275101
295270007,,295275203
295280000,0,295280001
295284100,0,295280002
295280000,0,295280003
295280000,0,295280005
295280000,,295280006
295284100,,295284103
295284100,,295284104
295290000,0,295290001
295290000,0,295290002
295293100,1,295290004
295294100,0,295290005
295290006,,295290006
295290007,1,295290007
295290000,,295290008
295293100,,295290015
295294100,0,295294101
295290006,,295295101
295290007,,295295201
295300000,0,295300002
295273100,0,295300003
295300000,,295300004
295304100,0,295300005
295304200,1,295300006
295304100,0,295304101
295304200,0,295304202
295410000,0,295410001
295410000,0,295410002
295410000,0,295410003
295410000,,295410005
295420000,0,295420002
295420000,1,295420003
295423200,0,295420004
295423300,0,295420005
295420000,,295420006
295420000,,295420008
295423200,,295423206
295423300,0,295423305
295430000,1,295430001
295440000,0,295440001
295440000,0,295440002
295450000,1,295450004
295464100,1,295460003
295460004,1,295460004
295460005,1,295460005
295460000,0,295460006
295463100,0,295463101
295464100,0,295464102
295464100,,295464103
295460004,,295465101
295460005,,295465202
295470000,0,295470001
295470000,0,295470002
295471100,0,295470003
295471100,0,295470005
295474100,1,295470006
295474200,0,295470007
295474100,,295470008
295474200,1,295470009
295474100,,295471104
296010000,0,296010001
296014100,1,296010002
296010000,0,296010005
296014100,1,296014101
296020000,0,296020001
296020000,0,296020002
296020000,,296020004
296023100,,296020006
296020000,,296020007
296020000,,296020008
296030000,0,296030002
296033100,0,296030003
296034100,0,296030004
296033100,0,296030005
296034100,0,296030006
296034100,,296030007
296030008,1,296030008
296030008,1,296030009
296033100,,296033103
296040000,0,296040001
296040000,0,296040002
296044100,1,296040003
296040004,1,296040004
296040004,,296045102
296050000,0,296050001
296050000,0,296050002
296050000,0,296050004
296053100,0,296050005
296050000,,296050007
296060000,0,296060002
296064100,0,296060003
296060004,0,296060004
296060004,0,296060005
296060000,0,296060006
296060004,0,296060007
296064100,0,296064101
296064100,,296064103
296070000,0,296070002
296070000,1,296070003
296070000,0,296070005
296070006,1,296070006
296073100,1,296070007
296070000,1,296070008
296070000,,296070010
296070000,,296070012
296094100,0,296090006
296094200,1,296090007
296091200,1,296091202
296094100,0,296094102
296100000,0,296100001
296103100,0,296100003
296100000,0,296100004
296103100,0,296100007
296103100,,296100008
296100000,0,296100010
296110000,0,296110002
296120000,0,296120001
296130000,0,296130001
296130000,0,296130002
296130000,0,296130003
296130000,,296130005
296150000,0,296150001
296150000,0,296150002
296150000,1,296150006
296150000,0,296150007
296150000,0,296150008
296160000,0,296160001
296160000,0,296160002
296164100,1,296164103
296170000,0,296170002
296174100,1,296170003
296170004,1,296170004
296170005,1,296170005
296173105,0,296170006
296170000,,296170007
296170000,,296170008
296174200,1,296174202
296170005,,296175202
296180000,0,296180001
296180000,0,296180002
296180000,0,296180004
296180000,,296180005
296190000,0,296190001
296190000,0,296190002
296190003,1,296190003
296194100,1,296190004
296190003,1,296190007
296194100,1,296194101
296200000,0,296200001
296200000,0,296200002
296200000,0,296200003
296200000,,296200004
297010000,0,297010001
297010000,0,297010002
297011100,0,297010003
297013100,1,297010004
297011100,0,297010005
297011100,0,297010006
297011100,0,297010007
297011100,,297010008
297022100,,297010009
297010010,,297010010
297011100,,297011108
297013100,,297013105
297010010,,297015104
297022100,0,297020001
297020000,0,297020002
297024100,1,297020005
297020006,1,297020006
297023100,0,297023103
297024100,,297024102
297020006,,297025102
297030000,0,297030001
297030000,0,297030002
297034100,0,297030003
297034100,0,297034101
297040000,0,297040001
297040000,0,297040002
297040000,0,297040003
297040000,,297040004
297040000,,297040007
297100001,,297100001
297103100,0,297100003
297104200,1,297100004
297100000,0,297100005
297104200,0,297100008
297100000,0,297100015
297103100,0,297103102
297103100,,297103103
297103100,,297103104
297103100,,297103107
297100000,,297103203
297110000,,297110001
297110000,0,297110002
297110000,,297111103
297120000,0,297120001
297120000,0,297120002
297120003,1,297120003
297120000,,297120004
297120003,,297125102
297130000,0,297130002
297130000,0,297130004
297143100,0,297140001
297143100,0,297140002
297140000,1,297140005
297140000,,297140006
297150000,0,297150002
297154100,1,297150003
297150004,,297150004
297150000,,297150005
297150007,,297150007
297150000,,297150009
297154100,,297154105
297150004,,297155102
297150007,,297155201
297160000,0,297160001
297160000,,297160002
297160000,0,297160003
297164100,0,297160004
297160000,0,297160005
297160000,,297160007
297164100,0,297164101
297170000,,297170001
297170000,0,297170002
297170000,,297170005
297184100,0,297180001
297184100,1,297180002
297184100,1,297180005
297180000,1,297180009
297190000,0,297190001
297190000,0,297190002
297194100,0,297190003
297194100,0,297194102
297200000,0,297200001
297200000,0,297200002
297204100,0,297200003
297200004,1,297200004
297200005,1,297200005
297200000,,297200006
297200004,1,297200009
297204100,,297204103
297200005,,297205202
297210000,1,297210002
297210000,0,297210003
297210000,,297210005
297210000,0,297210006
297220001,1,297220001
297220000,0,297220002
297223100,0,297220003
297220000,,297220004
297223100,,297223103
297220001,,297225102
297240000,0,297240002
297240000,,297240005
297243100,1,297243102
297260000,0,297260002
297270000,0,297270001
297270000,0,297270002
297270003,1,297270003
297270003,,297275102
297410000,0,297410001
297410000,1,297410002
297410000,,297410004
297410000,0,297410007
297410006,,297415102
297420000,,297420002
297420007,,297420007
297420000,0,297420008
297420000,,297420009
297420007,,297425101
297430000,0,297430001
297430000,0,297430002
297430000,,297430003
297440000,0,297440001
297440000,0,297440002
297444100,0,297440003
297440000,,297440004
297450002,1,297450002
297450000,0,297450003
297450004,1,297450004
297460000,0,297460001
297460000,0,297460002
297464100,0,297460003
297464200,1,297460004
297460005,,297460005
297464100,0,297464101
297464200,,297464203
297460005,,297465101
297470000,0,297470001
297470000,,297470004
297480000,0,297480002
297480000,0,297480003
297480000,0,297480004
297480000,,297480006
297494100,0,297490002
297494200,0,297490003
297494300,0,297490004
297494100,0,297490009
297490000,0,297490010
297494200,0,297494201
298013100,,298010002
298013100,0,298010003
298013100,0,298010004
298010005,,298010005
298010005,,298015001
298020000,0,298020001
298020000,0,298020002
298020000,0,298020003
298022100,1,298020004
298024100,1,298020005
298020006,1,298020006
298022100,,298022102
298024100,1,298024101
298020006,,298025102
298030000,,298030002
298030000,0,298030003
298030000,,298030006
298034100,0,298030008
298034100,,298030009
298043100,0,298040001
298040000,0,298040003
298040000,0,298040005
298050000,0,298050001
298050000,0,298050002
298050003,1,298050003
298050004,0,298050004
298050003,,298055101
298060001,0,298060001
298060000,0,298060002
298064100,0,298060005
298064100,,298060006
298064100,0,298060007
298064100,,298060008
298060000,0,298060009
298060010,,298060010
298060000,,298060011
298060010,,298065201
298070000,0,298070001
298070000,0,298070002
298070003,1,298070003
298070003,1,298070005
298080000,0,298080002
298081100,0,298080003
298043100,0,298080004
298084100,0,298080005
298084100,0,298084101
298090000,0,298090001
298090000,0,298090002
298094100,0,298090003
298090000,,298090005
298094100,0,298094103
298100000,0,298100001
298110000,0,298110003
298110000,0,298110004
298110000,0,298114101
298120000,0,298120001
298120000,0,298120002
298130000,0,298130001
298130000,0,298130002
298130003,0,298130003
298130000,,298130004
298130003,,298135101
298141100,0,298140001
298141100,0,298140002
298140003,1,298140003
298141200,0,298140004
298141200,0,298140005
298140000,0,298140006
298140000,0,298140007
298140009,1,298140009
298143100,1,298140010
298141200,,298140011
298140000,0,298140012
298144100,0,298140014
298144100,0,298140015
298141200,,298141207
298143100,0,298143104
298140009,,298145202
298150000,0,298150002
298150000,0,298150005
298160000,0,298160001
298160000,0,298160002
298164100,1,298160003
298164100,,298164104
298170000,0,298170001
298170000,0,298170002
298170000,1,298170004
298174200,0,298170005
298170006,,298170006
298170000,,298170008
298173100,0,298173101
298180000,0,298180001
298180000,0,298180002
298180000,,298180004
298190000,0,298190001
298190000,0,298190002
298200000,,298200002
298204100,,298200003
298204100,,298200004
298204100,0,298200005
