hhid14_9,age,male,pidlink
295260000,52,1,295260001
295260000,49,0,295260002
295264100,29,0,295260003
295260000,21,1,295260004
295264100,35,1,295264101
295270000,76,1,295270001
295270000,71,0,295270002
295273100,39,0,295270003
295270004,42,0,295270004
295270000,32,1,295270006
295270007,18,0,295270007
295270000,23,0,295270008
295273100,19,1,295273103
295273100,16,1,295273104
295270004,45,1,295275101
295270007,21,1,295275203
295280000,63,0,295280001
295284100,41,0,295280002
295280000,38,0,295280003
295280000,42,1,295280005
295280000,18,0,295280006
295284100,19,0,295284103
295284100,17,0,295284104
295290000,76,1,295290001
295290000,58,0,295290002
295293100,33,0,295290004
295294100,32,0,295290005
295290006,25,0,295290006
295290007,23,0,295290007
295290000,20,1,295290008
295293100,34,1,295290015
295294100,36,1,295294101
295290006,33,1,295295101
295290007,27,1,295295201
295300000,56,0,295300002
295273100,45,1,295300003
295300000,48,1,295300004
295304100,38,0,295300005
295304200,36,1,295300006
295304100,37,1,295304101
295304200,40,0,295304202
295410000,50,1,295410001
295410000,48,0,295410002
295410000,32,0,295410003
295410000,25,1,295410004
295410000,21,1,295410005
295420000,72,0,295420002
295420000,40,1,295420003
295423200,35,0,295420004
295423300,33,1,295420005
295420000,29,0,295420006
295420000,79,0,295420008
295423200,44,1,295423206
295423300,29,0,295423305
295430000,57,0,295430001
295440000,49,1,295440001
295440000,43,0,295440002
295450000,24,0,295450004
295464100,39,1,295460003
295460004,36,0,295460004
295460005,35,1,295460005
295460000,30,0,295460006
295463100,40,1,295463101
295464100,36,0,295464102
295464100,15,1,295464103
295460004,40,1,295465101
295460005,29,0,295465202
295470000,74,1,295470001
295470000,58,0,295470002
295471100,41,0,295470003
295471100,48,1,295470005
295474100,23,1,295470006
295474200,39,0,295470007
295474100,18,1,295470008
295474200,38,1,295470009
295474100,21,1,295471104
296010000,78,1,296010001
296014100,62,0,296010002
296010000,30,1,296010005
296014100,56,1,296014101
296020000,52,1,296020001
296020000,49,0,296020002
296020000,21,0,296020004
296023100,46,1,296020006
296020000,23,0,296020007
296020000,19,0,296020008
296030000,74,0,296030002
296033100,41,1,296030003
296034100,39,0,296030004
296033100,38,0,296030005
296034100,46,1,296030006
296034100,15,1,296030007
296030008,40,1,296030008
296030008,36,0,296030009
296033100,16,1,296033103
296040000,51,1,296040001
296040000,56,0,296040002
296044100,29,0,296040003
296040004,26,1,296040004
296044100,32,1,296044102
296040004,23,0,296045102
296050000,49,1,296050001
296050000,48,0,296050002
296050000,25,0,296050004
296053100,44,1,296050005
296050000,15,0,296050007
296060000,57,0,296060002
296064100,39,0,296060003
296060004,36,0,296060004
296060004,33,1,296060005
296060000,64,1,296060006
296060004,37,1,296060007
296064100,50,1,296064101
296064100,15,0,296064103
296070000,58,0,296070002
296070000,37,0,296070003
296070000,24,0,296070005
296070006,24,0,296070006
296073100,37,0,296070007
296070000,51,1,296070008
296070000,17,1,296070010
296070000,27,1,296070012
296094100,44,1,296090006
296094200,41,0,296090007
296091200,36,0,296091202
296094100,34,0,296094102
296100000,72,1,296100001
296103100,43,0,296100003
296100000,38,1,296100004
296103100,40,1,296100007
296103100,17,0,296100008
296100000,32,0,296100010
296110000,58,0,296110002
296120000,58,1,296120001
296120000,48,0,296120003
296120000,27,1,296120004
296120000,21,0,296120005
296130000,54,1,296130001
296130000,51,0,296130002
296130000,22,1,296130003
296130000,16,1,296130005
296150000,73,1,296150001
296150000,56,0,296150002
296150000,32,0,296150006
296150000,29,1,296150007
296150000,23,0,296150008
296160000,62,1,296160001
296160000,58,0,296160002
296164100,31,0,296164103
296170000,52,0,296170002
296174100,37,0,296170003
296170004,36,0,296170004
296170005,29,1,296170005
296173105,44,0,296170006
296170000,19,0,296170007
296170000,16,1,296170008
296173105,43,1,296173105
296174100,40,1,296174107
296174200,27,0,296174202
296170005,26,0,296175202
296180000,64,1,296180001
296180000,59,0,296180002
296180000,35,0,296180004
296180000,21,0,296180005
296190000,77,1,296190001
296190000,63,0,296190002
296190003,39,0,296190003
296194100,35,0,296190004
296190003,41,1,296190007
296194100,33,1,296194101
296200000,45,1,296200001
296200000,41,0,296200002
296200000,23,1,296200003
296200000,19,1,296200004
297010000,80,1,297010001
297010000,66,0,297010002
297011100,47,0,297010003
297013100,36,1,297010004
297011100,48,1,297010005
297011100,31,0,297010006
297011100,26,0,297010007
297011100,21,1,297010008
297022100,36,0,297010009
297010010,17,0,297010010
297011100,29,1,297011108
297013100,29,0,297013105
297010010,19,1,297015104
297022100,66,0,297020001
297020000,41,0,297020002
297024100,24,1,297020005
297020006,27,1,297020006
297023100,26,0,297023103
297024100,20,0,297024102
297020006,19,0,297025102
297030000,47,1,297030001
297030000,44,0,297030002
297034100,25,0,297030003
297034100,37,1,297034101
297040000,52,1,297040001
297040000,43,0,297040002
297040000,21,0,297040003
297040000,15,0,297040004
297040000,24,1,297040007
297100001,80,1,297100001
297103100,39,1,297100003
297104200,36,1,297100004
297100000,33,0,297100005
297104200,32,0,297100008
297100000,41,1,297100015
297103100,35,0,297103102
297103100,17,0,297103103
297103100,17,0,297103104
297103100,23,1,297103107
297100000,15,1,297103203
297110000,57,1,297110001
297110000,50,0,297110002
297110003,27,1,297110003
297110000,17,0,297111103
297110003,26,0,297115102
297120000,50,1,297120001
297120000,50,0,297120002
297120003,25,1,297120003
297120000,20,1,297120004
297120003,22,0,297125102
297130000,44,0,297130002
297130000,22,0,297130004
297130000,15,1,297130005
297130000,24,1,297130007
297143100,50,1,297140001
297143100,43,0,297140002
297140000,40,0,297140005
297140000,37,1,297140006
297150000,59,0,297150002
297154100,34,0,297150003
297150004,31,1,297150004
297150000,21,0,297150005
297150007,15,0,297150007
297150000,29,1,297150009
297154100,46,1,297154105
297150004,24,0,297155102
297150007,18,1,297155201
297160000,60,1,297160001
297160000,62,0,297160002
297160000,35,0,297160003
297164100,28,0,297160004
297160000,23,0,297160005
297160000,28,1,297160007
297164100,34,1,297164101
297170000,56,1,297170001
297170000,55,0,297170002
297170000,17,1,297170005
297184100,60,1,297180001
297184100,51,0,297180002
297184100,26,0,297180005
297180000,35,1,297180009
297190000,62,1,297190001
297190000,54,0,297190002
297194100,34,1,297190003
297194100,28,0,297194102
297200000,63,1,297200001
297200000,46,0,297200002
297204100,26,1,297200003
297200004,24,0,297200004
297200005,22,1,297200005
297200000,17,1,297200006
297200004,33,1,297200009
297204100,24,0,297204103
297200005,20,0,297205202
297210000,72,0,297210002
297210000,39,0,297210003
297210000,19,0,297210005
297210000,46,1,297210006
297220001,49,1,297220001
297220000,44,0,297220002
297223100,27,0,297220003
297220000,21,0,297220004
297223100,32,1,297223103
297220001,25,0,297225102
297240000,48,0,297240002
297240000,15,1,297240005
297243100,27,0,297243102
297260000,40,0,297260002
297270000,42,1,297270001
297270000,43,0,297270002
297270003,24,1,297270003
297270003,23,0,297275102
297410000,59,1,297410001
297410000,53,0,297410002
297410000,19,1,297410004
297410006,35,1,297410006
297410000,76,0,297410007
297410006,27,0,297415102
297420000,37,1,297420002
297420007,18,0,297420007
297420000,34,0,297420008
297420000,15,1,297420009
297420007,22,1,297425101
297430000,48,1,297430001
297430000,39,0,297430002
297430000,24,1,297430003
297440000,54,1,297440001
297440000,41,0,297440002
297444100,23,1,297440003
297440000,21,1,297440004
297450002,55,0,297450002
297450000,35,1,297450003
297450004,31,0,297450004
297460000,61,1,297460001
297460000,46,0,297460002
297464100,26,0,297460003
297464200,23,0,297460004
297460005,21,0,297460005
297464100,33,1,297464101
297464200,23,1,297464203
297460005,21,1,297465101
297470000,54,1,297470001
297470000,18,1,297470004
297480000,72,0,297480002
297480000,39,1,297480003
297480000,38,0,297480004
297480000,15,0,297480006
297494100,35,1,297490002
297494200,33,0,297490003
297494300,30,0,297490004
297494100,32,0,297490009
297490000,60,0,297490010
297494200,33,1,297494201
298013100,61,0,298010002
298013100,44,1,298010003
298013100,36,0,298010004
298010005,19,0,298010005
298010005,22,1,298015001
298020000,71,1,298020001
298020000,64,0,298020002
298020000,39,0,298020003
298022100,35,0,298020004
298024100,33,0,298020005
298020006,25,1,298020006
298022100,31,1,298022102
298024100,34,1,298024101
298020006,19,0,298025102
298030000,73,1,298030002
298030000,56,0,298030003
298030000,18,1,298030006
298034100,33,0,298030008
298034100,41,1,298030009
298043100,56,1,298040001
298040000,27,0,298040003
298040000,34,1,298040005
298050000,46,1,298050001
298050000,42,0,298050002
298050003,22,0,298050003
298050004,84,0,298050004
298050003,30,1,298055101
298060001,73,0,298060001
298060000,38,0,298060002
298064100,50,0,298060005
298064100,17,1,298060006
298064100,51,1,298060007
298064100,21,1,298060008
298060000,42,1,298060009
298060010,19,0,298060010
298060000,16,0,298060011
298060010,24,1,298065201
298070000,46,1,298070001
298070000,45,0,298070002
298070003,26,0,298070003
298070003,26,1,298070005
298080000,84,0,298080002
298081100,48,0,298080003
298043100,42,0,298080004
298084100,30,0,298080005
298084100,34,1,298084101
298090000,51,1,298090001
298090000,46,0,298090002
298094100,27,0,298090003
298090000,19,1,298090005
298094100,34,1,298094103
298100000,82,0,298100001
298110000,39,0,298110003
298110000,32,0,298110004
298110000,34,1,298114101
298120000,54,1,298120001
298120000,49,0,298120002
298130000,45,1,298130001
298130000,38,0,298130002
298130003,24,0,298130003
298130000,16,1,298130004
298130003,25,1,298135101
298141100,46,1,298140001
298141100,46,0,298140002
298140003,23,0,298140003
298141200,42,1,298140004
298141200,39,0,298140005
298140000,81,1,298140006
298140000,70,0,298140007
298140009,34,1,298140009
298143100,32,0,298140010
298141200,21,0,298140011
298140000,38,0,298140012
298144100,42,1,298140014
298144100,38,0,298140015
298141200,23,1,298141207
298143100,37,1,298143104
298140009,32,0,298145202
298150000,34,0,298150002
298150000,39,1,298150005
298160000,47,1,298160001
298160000,38,0,298160002
298164100,23,0,298160003
298164100,26,1,298164104
298170000,74,1,298170001
298170000,56,0,298170002
298170000,31,1,298170004
298174200,25,1,298170005
298170006,20,0,298170006
298170000,20,0,298170008
298173100,44,1,298173101
298180000,52,1,298180001
298180000,49,0,298180002
298180000,20,1,298180004
298190000,75,1,298190001
298190000,68,0,298190002
298200000,85,0,298200002
298204100,46,1,298200003
298204100,42,0,298200004
298204100,22,1,298200005
298204100,16,0,298200006
298210000,15,1,298210006
298210007,19,0,298210007
298220000,81,1,298220001
298220000,74,0,298220002
298220000,46,1,298220003
298223100,39,0,298220004
298223100,39,1,298220005
298223100,17,0,298220006
298230000,59,0,298230002
298230000,36,1,298230003
298243100,49,1,298240002
298240000,33,0,298240004
298243100,44,0,298240005
298243100,16,1,298240006
298240000,31,1,298240007
298210000,64,1,298250001
298210000,54,0,298250002
298254000,32,0,298250003
298210000,21,1,298250004
298254000,37,1,298254001
298260000,69,1,298260001
298260000,64,0,298260002
298264100,41,1,298260003
298260000,28,1,298260006
298260000,26,1,298260007
298260000,24,1,298260008
298270000,58,1,298270001
298270000,57,0,298270002
298290000,53,0,298290002
298290000,31,1,298290003
298290000,29,0,298290004
298300000,45,0,298300002
299010000,56,1,299010001
299010000,48,0,299010002
299010000,32,1,299010003
299014200,28,0,299010005
299010000,19,1,299010006
299010000,15,1,299010007
299014100,33,0,299014102
299014200,41,1,299014201
299020000,41,1,299020003
299030000,62,1,299030001
299030000,61,0,299030002
299030000,33,1,299030005
299030000,27,0,299030006
299040000,62,1,299040001
299040000,39,0,299040003
299040004,37,1,299040004
299040000,26,1,299040005
299040004,30,0,299040007
299050000,66,0,299050002
299053200,36,1,299050004
299054100,34,1,299050005
299054200,32,1,299050006
299120004,27,1,299050007
299050000,24,0,299050008
299050000,25,1,299050009
299053100,32,0,299053104
299053200,35,0,299053202
299054100,27,0,299054102
299054200,29,0,299054202
299060000,76,0,299060002
299064100,42,0,299060003
299064100,59,1,299064103
299070000,41,1,299070006
299070000,41,0,299070007
299070000,15,1,299070008
299080000,29,0,299080004
299083100,20,1,299080005
299080000,28,1,299080006
299090000,52,1,299090001
299090000,34,0,299090003
299103100,80,1,299100001
299100000,76,0,299100002
299100000,56,0,299100003
299103100,44,0,299100004
299100000,42,1,299100005
299104100,37,1,299100006
299104200,31,1,299100007
299100008,31,1,299100008
299103100,56,1,299103101
299104100,34,0,299104102
299104200,24,0,299104202
299110000,72,1,299110001
299110002,61,0,299110002
299110000,28,0,299110005
299110000,36,1,299110007
299120000,57,0,299120001
299120000,36,1,299120002
299120004,28,0,299120004
299140000,55,0,299140002
299153100,30,0,299150003
299150000,31,1,299150004
299150000,25,0,299150006
299153100,35,1,299153103
299154100,27,0,299154104
299160000,56,1,299160001
299162100,35,0,299160003
299164100,25,0,299160004
299162100,18,1,299160005
299160000,47,0,299160007
299162100,42,1,299162103
299164100,28,1,299164102
299170000,43,0,299170002
299170000,26,1,299170003
299170000,20,0,299170004
299170000,23,1,299170008
299183100,38,0,299180002
299190000,77,0,299190002
299190000,49,0,299190003
299200000,58,0,299200004
299210000,68,0,299210001
299210000,17,0,299210006
299220000,50,1,299220001
299220000,42,0,299220002
299220000,23,0,299220003
299220000,27,1,299220004
299230000,66,1,299230001
299230000,64,0,299230002
299232100,38,0,299230003
299232200,42,1,299230005
299232100,18,0,299230008
299232100,47,1,299230009
299232200,34,0,299232202
299232200,15,1,299232203
299240000,61,1,299240001
299240000,59,0,299240002
299240003,35,0,299240003
299240004,32,1,299240004
299244200,29,0,299240005
299240006,27,1,299240006
299240004,28,0,299240007
299244200,35,1,299244201
299240003,33,1,299245101
299240006,27,0,299245302
299250000,52,1,299250001
299250000,41,0,299250002
299254100,28,0,299250003
299250004,22,1,299250004
299250000,16,1,299250005
299254100,29,1,299254101
299250004,19,0,299255102
299260000,55,1,299260001
299264100,28,0,299260003
299264100,36,1,299264101
299280000,67,1,299280001
299283100,53,0,299280002
299283100,30,1,299280003
299280005,19,1,299280005
299290000,56,1,299290001
299290000,51,0,299290002
299293100,37,0,299290003
299290004,35,1,299290004
299290000,28,0,299290005
299290000,22,0,299290006
299290004,20,0,299290007
299290000,28,1,299290010
299293100,39,1,299293101
299290004,33,0,299295102
299300000,74,1,299300001
299300000,56,0,299300002
299301100,33,1,299300003
299304100,25,0,299300004
299300005,38,0,299300005
299300005,18,0,299300006
299300007,34,0,299300007
299300007,15,0,299300008
299301100,30,0,299301102
299304100,28,1,299304101
299300007,37,1,299305201
300010000,71,0,300010002
300010004,39,0,300010004
300010000,39,0,300010006
300010004,42,1,300010007
300010000,39,1,300010009
300020000,65,1,300020001
300020000,63,0,300020002
300024200,40,0,300020004
300024300,35,1,300020005
300020006,33,1,300020006
300024200,44,1,300024201
300024300,30,0,300024302
300020006,28,0,300025102
300061100,44,0,300060003
300064100,38,1,300060004
300061100,52,1,300060005
300061100,22,1,300060006
300060000,45,0,300060007
300060000,20,0,300060009
300060000,50,1,300060010
300061100,16,0,300061104
300064100,33,0,300064102
300071100,45,1,300070001
300071100,40,0,300070002
300071100,21,1,300070003
300070000,42,0,300070005
300070000,50,1,300070006
300070000,22,1,300070007
300080000,50,1,300080001
300084100,41,0,300080002
300083100,25,1,300080003
300082100,73,1,300080004
300080000,21,0,300080007
300084100,17,1,300080008
300084100,16,1,300080009
300082100,64,0,300082102
300082100,20,0,300082106
300083100,18,0,300083104
300090000,49,1,300090001
300090000,42,0,300090002
300090003,29,1,300090003
300090000,21,1,300090005
300090003,21,0,300095102
300104100,54,1,300100001
300100000,25,1,300100003
300100000,71,0,300100004
300100000,20,0,300100006
300100009,20,0,300100009
300104100,39,0,300104102
300110000,65,1,300110001
300110000,52,0,300110002
300114100,39,0,300110003
300114200,36,0,300110004
300110000,25,0,300110005
300110000,17,1,300110007
300110000,31,1,300110008
300114100,40,1,300114101
300114100,17,1,300114103
300114200,37,1,300114201
300130000,67,1,300130001
300130000,62,0,300130002
300130004,35,1,300130004
300130000,43,0,300130005
300130000,27,0,300130006
300134100,36,0,300130007
300130000,28,1,300130011
300130004,24,0,300135102
300140000,59,1,300140001
300140000,57,0,300140002
300143100,38,1,300140005
300143100,36,0,300143102
300143100,16,1,300143103
300150000,70,1,300150001
300150004,40,1,300150004
300150004,30,0,300150005
300161100,35,0,300160002
300160000,33,0,300160003
300164100,46,1,300160004
300164100,38,0,300160005
300164100,19,0,300160006
300160000,31,1,300160008
300161100,39,1,300161101
300161100,16,0,300161103
300164100,24,1,300164105
300170000,60,1,300170001
300170000,51,0,300170002
300170000,36,0,300170003
300174100,30,0,300170004
300170000,18,0,300170006
300170000,35,1,300170008
300174100,33,1,300174103
300190000,62,0,300190002
300190000,42,0,300190003
300200000,64,1,300200001
300200000,52,0,300200002
300200000,31,0,300200003
300200000,37,1,300200006
301010000,41,1,301010001
301010000,37,0,301010002
301010003,19,0,301010003
301020000,59,1,301020001
301020000,51,0,301020002
301024100,36,1,301020003
301024200,33,1,301020004
301024300,21,0,301020006
301024100,31,0,301024102
301024300,25,1,301024302
301030000,31,1,301030003
301040003,30,1,301040003
301040000,22,0,301040004
301040000,18,1,301040005
301040003,23,0,301045102
301050000,44,1,301050001
301050000,21,0,301050003
301050000,45,0,301050007
301050000,17,0,301050008
301070000,40,1,301070001
301070000,37,0,301070002
301070003,19,0,301070003
301070003,25,1,301075102
301080000,52,1,301080001
301080000,42,0,301080002
301080003,25,1,301080003
301080000,19,0,301080004
301080000,16,1,301080005
301090000,47,1,301090001
301090000,41,0,301090002
301090000,21,1,301090003
301100000,65,1,301100001
301100000,55,0,301100002
301103100,40,1,301100003
301100000,33,1,301100004
301100005,21,0,301100005
301100007,16,0,301100007
301103100,33,0,301103102
301100005,25,1,301105103
301110000,52,0,301110002
301110000,30,1,301110004
301110000,20,0,301110008
301110000,34,1,301110010
301120000,71,0,301120002
301120000,37,1,301120003
301120000,30,0,301120005
301134100,46,1,301130001
301134100,40,0,301130002
301130000,62,1,301130003
301130000,55,0,301130004
301134100,20,1,301130007
301140000,48,0,301140002
301140000,28,1,301140004
301144100,24,1,301140005
301160000,46,1,301160001
301160000,39,0,301160002
301160003,23,1,301160003
301170000,39,0,301170002
301170000,36,1,301170007
301174100,37,0,301174102
301180000,60,1,301180001
301182100,43,1,301180003
301181100,34,0,301180004
301181100,47,1,301181106
301182100,40,0,301182102
301190000,56,0,301190002
301190003,31,0,301190003
301190004,29,0,301190004
301190004,31,1,301195201
301220000,63,1,301220001
301221200,60,0,301220002
301221100,34,0,301220004
301221200,47,1,301220005
301221100,41,1,301221101
301221100,19,0,301221103
301230000,55,1,301230001
301230000,49,0,301230002
301233100,32,1,301230003
301230004,29,1,301230004
301234100,26,0,301230005
301230000,18,1,301230006
301233100,34,0,301233103
301234100,32,1,301234101
301230004,27,0,301235102
301240000,49,1,301240001
301240000,47,0,301240002
301250000,54,0,301250002
301251100,35,0,301250003
301250000,30,0,301250005
301251100,34,1,301251102
301270000,50,1,301270001
301270000,39,0,301270002
301270000,25,1,301270004
301270000,21,0,301270005
301270000,22,0,301270007
301280000,54,1,301280001
301280000,46,0,301280002
301283100,28,1,301280003
301284100,27,1,301280004
301280000,18,0,301280005
301283100,26,0,301283102
301290000,49,1,301290001
301290000,49,0,301290002
301290003,23,0,301290003
301290004,19,0,301290004
301290005,15,0,301290005
301304100,38,0,301300002
301304200,27,0,301300004
301304100,19,0,301300005
301300000,21,0,301300006
301304100,15,1,301300007
301300011,27,0,301300011
301300000,23,1,301300013
301304200,37,1,301304201
301300011,35,1,301305101
302010000,55,1,302010001
302010000,53,0,302010002
302010003,38,1,302010003
302010000,32,1,302010006
302010000,27,0,302010007
302010003,34,0,302014104
302021100,43,0,302020003
302020000,37,1,302020004
302021100,45,1,302020005
302020000,31,0,302020006
302021100,20,0,302021103
302030000,47,0,302030002
302034100,33,1,302030003
302030000,27,1,302030005
302030000,19,0,302030006
302030000,72,1,302030008
302030000,31,1,302030009
302034100,32,0,302034102
302040000,47,1,302040001
302040000,47,0,302040002
302040003,28,1,302040003
302040000,25,1,302040004
302040005,23,0,302040005
302044100,17,1,302040007
302040000,16,0,302040008
302040003,23,0,302040010
302290000,54,1,302050001
302050000,20,0,302050003
302050000,22,1,302050006
302054100,39,0,302054102
302070000,62,0,302070002
302074100,26,0,302070003
302074100,27,1,302074101
302080000,51,1,302080001
302084100,51,0,302080002
302083100,33,0,302080003
302080004,30,1,302080004
302083100,47,1,302083103
302080004,27,0,302085102
302090000,58,1,302090001
302090000,54,0,302090002
302090000,31,1,302090004
302100000,54,1,302100001
302100000,47,0,302100002
302100003,31,0,302100003
302100004,26,0,302100004
302100004,27,1,302100006
302100003,34,1,302105101
302110000,50,1,302110001
302110000,40,0,302110002
302114100,25,1,302110003
302110000,16,0,302110004
302114100,22,0,302114102
302120000,55,1,302120001
302120000,51,0,302120002
302122100,35,0,302120003
302120000,24,1,302120004
302120000,19,0,302120005
302122100,40,1,302122101
302140000,56,1,302140001
302143100,35,1,302140004
302140005,33,0,302140005
302140006,27,1,302140006
302140000,21,0,302140008
302140000,26,1,302140011
302140000,45,0,302140012
302143100,32,0,302142104
302143100,16,0,302143103
302140005,31,1,302145101
302140006,24,0,302145203
302150000,54,0,302150002
302153100,34,1,302150003
302150004,31,0,302150004
302150005,27,0,302150005
302150004,36,1,302150006
302151100,29,0,302151102
302150005,29,1,302155201
302160000,46,1,302160001
302160000,44,0,302160002
302170000,58,1,302170001
302170000,54,0,302170002
302170003,28,0,302170003
302170003,29,1,302175101
302180000,55,1,302180001
302180000,43,0,302180002
302180003,25,1,302180003
302180004,22,1,302180004
302180003,26,0,302180006
302180004,18,0,302185202
302190000,64,1,302190001
302190000,62,0,302190002
302193100,37,1,302190003
302190004,31,1,302190004
302190004,27,0,302190006
302193100,28,0,302193106
302200000,71,0,302200001
302200000,41,0,302200002
302200000,34,1,302200003
302200000,20,1,302200004
302212100,42,1,302210001
302210002,38,0,302210002
302210000,61,0,302210004
302212100,37,0,302212104
302212100,16,1,302212105
302210002,35,1,302215101
302220000,48,1,302220001
302220002,40,0,302220002
302264100,23,0,302220003
302222100,21,0,302220004
302222100,57,0,302220005
302220000,37,0,302220006
302220002,52,1,302225101
302230000,62,1,302230001
302230000,53,0,302230002
302234100,29,1,302230005
302230006,27,0,302230006
302230007,22,0,302230007
302230000,19,1,302230009
302233100,61,0,302233102
302234100,27,0,302234102
302230007,28,1,302235201
302240000,84,0,302240001
302250002,57,0,302250002
302250000,39,1,302250003
302254100,27,1,302250004
302250000,33,0,302250008
302250000,16,0,302250009
302254100,29,0,302254104
302260000,51,0,302260002
302260000,29,0,302260004
302260000,22,1,302260005
302260000,86,0,302260006
302264100,26,1,302264104
302270000,54,1,302270001
302270000,46,0,302270002
302274100,19,0,302270003
302280003,44,0,302280003
302280000,26,1,302280004
302283100,24,1,302280005
302280000,33,0,302280009
302283100,21,0,302283106
302280003,75,1,302285101
302290000,79,0,302290001
302290000,27,1,302290002
302290000,48,0,302290003
302300000,52,1,302300001
302300000,46,0,302300002
302300000,15,1,302300005
303010000,47,1,303010001
303010000,45,0,303010002
303010000,20,1,303010003
303030000,56,0,303030003
303031100,48,0,303030004
303031100,21,0,303030005
303031100,18,0,303031104
303040000,86,0,303040002
303040000,50,0,303040003
303040000,19,1,303040004
303050000,58,0,303050003
303050000,45,1,303050004
303060000,67,1,303060001
303060000,61,0,303060002
303063100,49,0,303060003
303063100,57,1,303060004
303071100,39,0,303060006
303064100,35,0,303060007
303063200,32,0,303060008
303063300,31,1,303060009
303063100,24,0,303060010
303063100,16,0,303060012
303063200,41,1,303063202
303063300,27,0,303063302
303064100,44,1,303064103
303070000,67,0,303070002
303071100,48,1,303070003
303070000,40,1,303070004
303071100,16,0,303071103
303070000,27,0,303073102
303080000,46,1,303080001
303080000,47,0,303080002
303080003,21,0,303080003
303090000,62,0,303090002
303094100,46,0,303090003
303090000,38,1,303090004
303090000,34,0,303090005
303094100,42,1,303094101
303100000,49,0,303100003
303103100,44,1,303100004
303103100,33,0,303103102
303110000,51,0,303110002
303114100,38,1,303110003
303114200,34,1,303110004
303110005,32,1,303110005
303110000,23,1,303110007
303110000,81,0,303110009
303114100,40,0,303110010
303114100,16,1,303110011
303114200,30,0,303114202
303114300,34,1,303114301
303110005,25,0,303115102
303120000,71,1,303120001
303120003,40,1,303120003
303120003,37,0,303120004
303130000,70,1,303130001
303130000,61,0,303130002
303130004,35,1,303130004
303134100,32,0,303130005
303130000,25,0,303130006
303134100,31,1,303134101
303130004,35,0,303135102
303140000,50,0,303140002
303140000,49,0,303140003
303160000,58,1,303160001
303160000,52,0,303160002
303160003,32,1,303160003
303160000,18,1,303160004
303160000,18,1,303160005
303160003,31,0,303165104
303170000,59,0,303170002
303170000,44,1,303170003
303170000,34,0,303170004
303180000,60,1,303180001
303180000,52,0,303180002
303183102,33,1,303180003
303180004,30,1,303180004
303180005,28,0,303180005
303180005,36,1,303180006
303183102,29,0,303183102
303180004,24,0,303185102
303190000,65,0,303190002
303194100,30,1,303190006
303190000,15,1,303190007
303194100,25,0,303194102
303200000,49,1,303200001
303200000,43,0,303200002
303200000,23,0,303200003
303200000,16,0,303200004
304020000,74,0,304020004
304020005,38,0,304020005
304020000,49,0,304020006
304020000,21,1,304020007
304020000,19,0,304020008
304020005,39,1,304025101
304033100,46,0,304030002
304030000,62,1,304030004
304030000,56,0,304030005
304030000,16,1,304030009
304033100,48,1,304033101
304033100,19,1,304033103
304033100,16,1,304033104
304051100,58,0,304050002
304051100,43,0,304050003
304054100,38,1,304050004
304054200,35,1,304050005
304054300,32,0,304050006
304051100,23,1,304050009
304050000,64,1,304050010
304050000,46,0,304050011
304050000,24,0,304050013
304050000,19,1,304050014
304050000,18,1,304050015
304050000,36,1,304050017
304054100,36,0,304054102
304054200,33,0,304054202
304054300,38,1,304054301
304070000,68,0,304070002
304072100,43,1,304070004
304073100,40,1,304070005
304070006,33,1,304070006
304072300,27,1,304070007
304072100,16,1,304072103
304072100,35,0,304072104
304073100,34,0,304072203
304070006,32,0,304075102
304080000,64,1,304080001
304080000,57,0,304080002
304080000,36,0,304080003
304080004,30,0,304080004
304080000,23,1,304080005
304080004,38,1,304080006
304090000,46,1,304090001
304090000,45,0,304090002
304090004,23,1,304090004
304090004,22,0,304095102
304100000,72,0,304100002
304104100,52,0,304100003
304101100,47,1,304100004
304100005,43,1,304100005
304100006,41,1,304100006
304104200,38,1,304100007
304100008,36,0,304100008
304100000,33,0,304100009
304100000,31,1,304100010
304100011,22,1,304100011
304101100,43,0,304101102
304101100,18,0,304101103
304101100,15,1,304101104
304104100,39,1,304104102
304104200,30,0,304104202
304100005,35,0,304105102
304100005,19,1,304105103
304100006,39,0,304105202
304100008,32,1,304105301
304100011,23,0,304105408
304111100,59,0,304110004
304110000,51,0,304110006
304110010,29,1,304110010
304111100,19,1,304111103
304110010,26,0,304115102
304120000,39,0,304120001
304120000,44,1,304120002
304120000,18,0,304120003
304130000,64,1,304130001
304130000,56,0,304130002
304134100,35,1,304130003
304130000,30,1,304130004
304130000,21,0,304130005
304134100,33,0,304134102
304140000,25,0,304140003
304140004,21,0,304140004
304140004,49,0,304140007
304140000,29,1,304140011
304142100,34,0,304142102
304170000,49,0,304170003
304171100,47,1,304170004
304173100,43,1,304170005
304170000,43,1,304170006
304170000,40,0,304170007
304174100,38,1,304170008
304173200,46,0,304170009
304173100,35,0,304170010
304170000,58,1,304170011
304170000,18,1,304170012
304170000,39,1,304170017
304171100,46,0,304171102
304171100,19,1,304171103
304173100,16,0,304173103
304173200,46,1,304173203
304173200,15,0,304173206
304174100,32,0,304174102
304191100,48,1,304190002
304190000,53,1,304190003
304190000,47,0,304190004
304190000,21,1,304190005
304191100,41,0,304191102
304191100,15,0,304191103
305010000,58,0,305010002
305010000,35,0,305010004
305010000,37,1,305010006
305020000,64,0,305020002
305024100,41,1,305020003
305024200,35,0,305020005
305024300,33,1,305020006
305020007,31,1,305020007
305020000,45,0,305020008
